contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist 4,Short Term - Berkeley",000007795,0000001,Election Day - 400C,206600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007795,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007795,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007796,0000001,Election Day - 400C,206600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007796,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007796,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007797,0000001,Election Day - 400C,206600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007797,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007797,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007798,0000001,Election Day - 400C,206600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007798,0000001,Election Day - 400C,206600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007798,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007799,0000001,Election Day - 400C,206600,1,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007799,0000001,Election Day - 400C,206600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007799,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007800,0000001,Election Day - 400C,206600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007800,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007800,0000001,Election Day - 400C,206600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007801,0000001,Election Day - 400C,206600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007801,0000001,Election Day - 400C,206600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007801,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007802,0000001,Election Day - 400C,206600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007802,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007802,0000001,Election Day - 400C,206600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007803,0000001,Election Day - 400C,206600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007803,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007803,0000001,Election Day - 400C,206600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007804,0000001,Election Day - 400C,206600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007804,0000001,Election Day - 400C,206600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007804,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007805,0000001,Election Day - 400C,206600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007805,0000001,Election Day - 400C,206600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007805,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007806,0000001,Election Day - 400C,206600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007806,0000001,Election Day - 400C,206600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007806,0000001,Election Day - 400C,206600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007807,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007807,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007807,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007808,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007808,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007808,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007809,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007809,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007809,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007810,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007810,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007810,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007811,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007811,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007811,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007812,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007812,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007812,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007813,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007813,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007813,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007814,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007814,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007814,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007815,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007815,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007815,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007816,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007816,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007816,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007817,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007817,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007817,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007818,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007818,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007818,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007819,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007819,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007819,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007820,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007820,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007820,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007821,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007821,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007821,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007822,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007822,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007822,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007823,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007823,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007823,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007824,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007824,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007824,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007825,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007825,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007825,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007826,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007826,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007826,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007827,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007827,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007827,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007828,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007828,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007828,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007829,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007829,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007829,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007830,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007830,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007830,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007831,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007831,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007831,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007832,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007832,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007832,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007833,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007833,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007833,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007834,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007834,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007834,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007835,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007835,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007835,0000001,Election Day - 400C,207600,3,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007836,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007836,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007836,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007837,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007837,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007837,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007838,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007838,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007838,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007839,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007839,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007839,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007840,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007840,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007840,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007841,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007841,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007841,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007842,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007842,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007842,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007843,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007843,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007843,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007844,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007844,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007844,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007845,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007845,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007845,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007846,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007846,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007846,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007847,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007847,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007847,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007848,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007848,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007848,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007849,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007849,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007849,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007850,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007850,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007850,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007851,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007851,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007851,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007852,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007852,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007852,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007853,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007853,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007853,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007854,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007854,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007854,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007855,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007855,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007855,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007856,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007856,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007856,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007857,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007857,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007857,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007858,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007858,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007858,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007859,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007859,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007859,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007860,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007860,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007860,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007861,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007861,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007861,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007862,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007862,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007862,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007863,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007863,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007863,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007864,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007864,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007864,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007865,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007865,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007865,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007866,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007866,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007866,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007867,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007867,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007867,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007868,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007868,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007868,0000001,Election Day - 400C,207600,3,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007869,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007869,0000001,Election Day - 400C,207600,2,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007869,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007870,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007870,0000001,Election Day - 400C,207600,2,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007870,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007871,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007871,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007871,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007872,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007872,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007872,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007873,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007873,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007873,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007874,0000001,Election Day - 400C,207600,1,BEN GOULD,0,0
"Member, City Council, Dist 4,Short Term - Berkeley",000007874,0000001,Election Day - 400C,207600,2,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007874,0000001,Election Day - 400C,207600,3,NA,0,1
"Member, City Council, Dist 4,Short Term - Berkeley",000007875,0000001,Election Day - 400C,207600,1,KATE HARRISON,0,0
