contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029620,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029620,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029620,0000011,Vote by Mail - 400C,208700,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029621,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029621,0000011,Vote by Mail - 400C,208700,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029621,0000011,Vote by Mail - 400C,208700,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029622,0000011,Vote by Mail - 400C,208700,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029622,0000011,Vote by Mail - 400C,208700,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029622,0000011,Vote by Mail - 400C,208700,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029623,0000011,Vote by Mail - 400C,208700,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029623,0000011,Vote by Mail - 400C,208700,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029623,0000011,Vote by Mail - 400C,208700,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029624,0000011,Vote by Mail - 400C,208700,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029624,0000011,Vote by Mail - 400C,208700,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029624,0000011,Vote by Mail - 400C,208700,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029625,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029625,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029625,0000011,Vote by Mail - 400C,208700,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029626,0000011,Vote by Mail - 400C,208700,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029626,0000011,Vote by Mail - 400C,208700,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029626,0000011,Vote by Mail - 400C,208700,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029627,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029627,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029627,0000011,Vote by Mail - 400C,208700,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029628,0000011,Vote by Mail - 400C,208700,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029628,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029628,0000011,Vote by Mail - 400C,208700,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029629,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029629,0000011,Vote by Mail - 400C,208700,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029629,0000011,Vote by Mail - 400C,208700,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029630,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029630,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029630,0000011,Vote by Mail - 400C,208700,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029631,0000011,Vote by Mail - 400C,208700,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029631,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029631,0000011,Vote by Mail - 400C,208700,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029632,0000011,Vote by Mail - 400C,208700,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029632,0000011,Vote by Mail - 400C,208700,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029632,0000011,Vote by Mail - 400C,208700,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029633,0000011,Vote by Mail - 400C,208700,1,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029633,0000011,Vote by Mail - 400C,208700,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029633,0000011,Vote by Mail - 400C,208700,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029634,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029634,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029634,0000011,Vote by Mail - 400C,208700,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029635,0000011,Vote by Mail - 400C,208700,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029635,0000011,Vote by Mail - 400C,208700,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029635,0000011,Vote by Mail - 400C,208700,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029636,0000011,Vote by Mail - 400C,208700,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029636,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029636,0000011,Vote by Mail - 400C,208700,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029637,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029637,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029637,0000011,Vote by Mail - 400C,208700,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029638,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029638,0000011,Vote by Mail - 400C,208700,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029638,0000011,Vote by Mail - 400C,208700,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029639,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029639,0000011,Vote by Mail - 400C,208700,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029639,0000011,Vote by Mail - 400C,208700,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029640,0000011,Vote by Mail - 400C,208700,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029640,0000011,Vote by Mail - 400C,208700,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029640,0000011,Vote by Mail - 400C,208700,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029641,0000011,Vote by Mail - 400C,208700,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029641,0000011,Vote by Mail - 400C,208700,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029641,0000011,Vote by Mail - 400C,208700,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029642,0000011,Vote by Mail - 400C,208800,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029642,0000011,Vote by Mail - 400C,208800,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029642,0000011,Vote by Mail - 400C,208800,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029643,0000011,Vote by Mail - 400C,208800,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029643,0000011,Vote by Mail - 400C,208800,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029643,0000011,Vote by Mail - 400C,208800,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029644,0000011,Vote by Mail - 400C,208800,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029644,0000011,Vote by Mail - 400C,208800,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000029644,0000011,Vote by Mail - 400C,208800,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031209,0000012,Vote by Mail - 400C,204310,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031209,0000012,Vote by Mail - 400C,204310,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031209,0000012,Vote by Mail - 400C,204310,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031293,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031293,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031293,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031294,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031294,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031294,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031295,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031295,0000012,Vote by Mail - 400C,208400,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031295,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031296,0000012,Vote by Mail - 400C,208400,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031296,0000012,Vote by Mail - 400C,208400,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031296,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031297,0000012,Vote by Mail - 400C,208400,1,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031297,0000012,Vote by Mail - 400C,208400,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031297,0000012,Vote by Mail - 400C,208400,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031298,0000012,Vote by Mail - 400C,208400,1,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031298,0000012,Vote by Mail - 400C,208400,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031298,0000012,Vote by Mail - 400C,208400,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031299,0000012,Vote by Mail - 400C,208400,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031299,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031299,0000012,Vote by Mail - 400C,208400,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031300,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031300,0000012,Vote by Mail - 400C,208400,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031300,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031301,0000012,Vote by Mail - 400C,208400,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031301,0000012,Vote by Mail - 400C,208400,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031301,0000012,Vote by Mail - 400C,208400,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031302,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031302,0000012,Vote by Mail - 400C,208400,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031302,0000012,Vote by Mail - 400C,208400,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031303,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031303,0000012,Vote by Mail - 400C,208400,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031303,0000012,Vote by Mail - 400C,208400,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031304,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031304,0000012,Vote by Mail - 400C,208400,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031304,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031305,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031305,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031305,0000012,Vote by Mail - 400C,208400,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031306,0000012,Vote by Mail - 400C,208400,1,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031306,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031306,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031307,0000012,Vote by Mail - 400C,208400,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031307,0000012,Vote by Mail - 400C,208400,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031307,0000012,Vote by Mail - 400C,208400,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031308,0000012,Vote by Mail - 400C,208400,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031308,0000012,Vote by Mail - 400C,208400,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031308,0000012,Vote by Mail - 400C,208400,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031309,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031309,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031309,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031310,0000012,Vote by Mail - 400C,208400,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031310,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031310,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031311,0000012,Vote by Mail - 400C,208400,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031311,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031311,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031312,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031312,0000012,Vote by Mail - 400C,208400,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031312,0000012,Vote by Mail - 400C,208400,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031313,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031313,0000012,Vote by Mail - 400C,208400,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031313,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031314,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031314,0000012,Vote by Mail - 400C,208400,2,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031314,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031315,0000012,Vote by Mail - 400C,208400,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031315,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031315,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031316,0000012,Vote by Mail - 400C,208400,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031316,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031316,0000012,Vote by Mail - 400C,208400,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031317,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031317,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031317,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031318,0000012,Vote by Mail - 400C,208400,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031318,0000012,Vote by Mail - 400C,208400,2,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031318,0000012,Vote by Mail - 400C,208400,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031319,0000012,Vote by Mail - 400C,208400,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031319,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031319,0000012,Vote by Mail - 400C,208400,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031320,0000012,Vote by Mail - 400C,208400,1,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031320,0000012,Vote by Mail - 400C,208400,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031320,0000012,Vote by Mail - 400C,208400,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031321,0000012,Vote by Mail - 400C,208400,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031321,0000012,Vote by Mail - 400C,208400,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031321,0000012,Vote by Mail - 400C,208400,3,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031322,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031322,0000012,Vote by Mail - 400C,208500,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031322,0000012,Vote by Mail - 400C,208500,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031323,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031323,0000012,Vote by Mail - 400C,208500,2,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031323,0000012,Vote by Mail - 400C,208500,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031324,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031324,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031324,0000012,Vote by Mail - 400C,208500,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031325,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031325,0000012,Vote by Mail - 400C,208500,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031325,0000012,Vote by Mail - 400C,208500,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031326,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031326,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031326,0000012,Vote by Mail - 400C,208500,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031327,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031327,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031327,0000012,Vote by Mail - 400C,208500,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031328,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031328,0000012,Vote by Mail - 400C,208500,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031328,0000012,Vote by Mail - 400C,208500,3,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031329,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031329,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031329,0000012,Vote by Mail - 400C,208500,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031330,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031330,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031330,0000012,Vote by Mail - 400C,208500,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031331,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031331,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031331,0000012,Vote by Mail - 400C,208500,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031332,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031332,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031332,0000012,Vote by Mail - 400C,208500,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031333,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031333,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031333,0000012,Vote by Mail - 400C,208500,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031334,0000012,Vote by Mail - 400C,208500,1,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031334,0000012,Vote by Mail - 400C,208500,2,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031334,0000012,Vote by Mail - 400C,208500,3,NA,0,1
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031335,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031335,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031335,0000012,Vote by Mail - 400C,208500,3,DEBORAH MATTHEWS,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031336,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031336,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031336,0000012,Vote by Mail - 400C,208500,3,AL G. MURRAY,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031337,0000012,Vote by Mail - 400C,208500,1,BEN BARTLETT,0,0
"Member, City Council, Dist. 3 - Berkeley (RCV)",000031337,0000012,Vote by Mail - 400C,208500,2,MARK A. COPLAN,0,0
